country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,"Uttar Pradesh",Noida,"Sector - 125, Noida - UPPCB","02-07-2026 14:00:00",28.5447608,77.3231257,NO2,13,93,24
India,"Uttar Pradesh",Noida,"Sector - 125, Noida - UPPCB","02-07-2026 14:00:00",28.5447608,77.3231257,NH3,22,45,24
India,"Uttar Pradesh",Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","02-07-2026 14:00:00",25.44919916,81.82735986,PM2.5,15,57,22
India,"Uttar Pradesh",Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","02-07-2026 14:00:00",25.44919916,81.82735986,PM10,18,87,33
India,"Uttar Pradesh",Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","02-07-2026 14:00:00",25.44919916,81.82735986,NH3,7,19,9
India,"Uttar Pradesh",Prayagraj,"Jhunsi, Prayagraj - UPPCB","02-07-2026 14:00:00",25.425602,81.917152,SO2,11,31,20
India,"Uttar Pradesh",Prayagraj,"Jhunsi, Prayagraj - UPPCB","02-07-2026 14:00:00",25.425602,81.917152,CO,8,12,11
India,"Uttar Pradesh",Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","02-07-2026 14:00:00",25.494,81.863,PM10,16,105,49
India,"Uttar Pradesh",Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","02-07-2026 14:00:00",25.494,81.863,SO2,15,46,20
India,"Uttar Pradesh",Varanasi,"Maldahiya, Varanasi - UPPCB","02-07-2026 14:00:00",25.32393,82.99687,NH3,0,0,0
India,"Uttar Pradesh",Varanasi,"Bhelupur, Varanasi - UPPCB","02-07-2026 14:00:00",25.301778,82.996789,PM10,23,86,43
India,"Uttar Pradesh",Varanasi,"Bhelupur, Varanasi - UPPCB","02-07-2026 14:00:00",25.301778,82.996789,NH3,1,1,1
India,"Uttar Pradesh",Varanasi,"Bhelupur, Varanasi - UPPCB","02-07-2026 14:00:00",25.301778,82.996789,CO,4,8,6
India,"Uttar Pradesh",Varanasi,"Ardhali Bazar, Varanasi - UPPCB","02-07-2026 14:00:00",25.3505986,82.9083074,SO2,12,18,16
India,"Uttar Pradesh",Varanasi,"Ardhali Bazar, Varanasi - UPPCB","02-07-2026 14:00:00",25.3505986,82.9083074,CO,12,12,12
India,"Uttar Pradesh",Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","02-07-2026 14:00:00",25.262326,82.995408,NO2,2,2,2
India,"Uttar Pradesh",Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","02-07-2026 14:00:00",25.262326,82.995408,OZONE,0,4,2
India,"Uttar Pradesh",Vrindavan,"Omex Eternity, Vrindavan - UPPCB","02-07-2026 14:00:00",27.571409,77.655757,SO2,19,39,27
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","02-07-2026 14:00:00",30.269444,78.044167,NO2,0,4,2
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","02-07-2026 14:00:00",29.2124114,78.9611753,PM2.5,20,55,39
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","02-07-2026 14:00:00",29.2124114,78.9611753,SO2,0,8,5
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","02-07-2026 14:00:00",29.2124114,78.9611753,OZONE,13,19,16
India,"West Bengal",Asansol,"Mahabir Colliery, Asansol - WBPCB","02-07-2026 14:00:00",23.618183,87.105718,PM10,7,48,34
India,"West Bengal",Asansol,"Mahabir Colliery, Asansol - WBPCB","02-07-2026 14:00:00",23.618183,87.105718,CO,34,52,42
India,"West Bengal",Asansol,"Mahabir Colliery, Asansol - WBPCB","02-07-2026 14:00:00",23.618183,87.105718,OZONE,13,24,20
India,"West Bengal",Asansol,"Evelyn Lodge, Asansol - WBPCB","02-07-2026 14:00:00",23.697936,86.944395,PM10,23,53,38
India,"West Bengal",Asansol,"Evelyn Lodge, Asansol - WBPCB","02-07-2026 14:00:00",23.697936,86.944395,NH3,6,8,7
India,"West Bengal",Asansol,"Evelyn Lodge, Asansol - WBPCB","02-07-2026 14:00:00",23.697936,86.944395,OZONE,8,26,20
India,"West Bengal",Asansol,"Asansol Court Area, Asansol - WBPCB","02-07-2026 14:00:00",23.685297,86.945968,PM2.5,27,75,47
India,"West Bengal",Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","02-07-2026 14:00:00",22.7605581,88.3617589,SO2,9,10,10
India,"West Bengal",Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","02-07-2026 14:00:00",23.508764,87.35444,SO2,10,11,11
India,"West Bengal",Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","02-07-2026 14:00:00",23.567923,87.306843,PM2.5,1,33,17
India,"West Bengal",Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","02-07-2026 14:00:00",23.567923,87.306843,SO2,11,15,12
India,"West Bengal",Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","02-07-2026 14:00:00",23.567923,87.306843,CO,NA,NA,NA
India,"West Bengal",Howrah,"Dasnagar, Howrah - WBPCB","02-07-2026 14:00:00",22.6025571,88.3105664,SO2,10,11,11
India,"West Bengal",Howrah,"Padmapukur, Howrah - WBPCB","02-07-2026 14:00:00",22.5687319,88.2797276,SO2,4,8,6
India,"West Bengal",Howrah,"Ghusuri, Howrah - WBPCB","02-07-2026 14:00:00",22.611968,88.347422,SO2,6,10,8
India,"West Bengal",Kolkata,"Bidhannagar, Kolkata - WBPCB","02-07-2026 14:00:00",22.58157048,88.41002457,CO,38,40,39
India,"West Bengal",Kolkata,"Ballygunge, Kolkata - WBPCB","02-07-2026 14:00:00",22.5367507,88.3638022,SO2,0,5,2
India,"West Bengal",Kolkata,"Fort William, Kolkata - WBPCB","02-07-2026 14:00:00",22.55664,88.342674,PM10,12,43,28
India,"West Bengal",Kolkata,"Fort William, Kolkata - WBPCB","02-07-2026 14:00:00",22.55664,88.342674,NO2,18,28,21
India,"West Bengal",Kolkata,"Fort William, Kolkata - WBPCB","02-07-2026 14:00:00",22.55664,88.342674,NH3,9,9,9
India,"West Bengal",Kolkata,"Victoria, Kolkata - WBPCB","02-07-2026 14:00:00",22.5448082,88.3403691,PM2.5,68,84,75
India,"West Bengal",Kolkata,"Victoria, Kolkata - WBPCB","02-07-2026 14:00:00",22.5448082,88.3403691,NH3,8,8,8
India,"West Bengal",Kolkata,"Jadavpur, Kolkata - WBPCB","02-07-2026 14:00:00",22.49929,88.36917,OZONE,8,11,10
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","02-07-2026 14:00:00",26.1875,91.744194,PM10,NA,NA,NA
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","02-07-2026 14:00:00",26.349082,92.68449,NH3,4,4,4
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","02-07-2026 14:00:00",26.349082,92.68449,SO2,8,16,13
India,Assam,Silchar,"Tarapur, Silchar - PCBA","02-07-2026 14:00:00",24.82827,92.79525,PM2.5,32,34,33
India,Assam,Silchar,"Tarapur, Silchar - PCBA","02-07-2026 14:00:00",24.82827,92.79525,SO2,5,7,6
India,Assam,Silchar,"Tarapur, Silchar - PCBA","02-07-2026 14:00:00",24.82827,92.79525,OZONE,2,6,4
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","02-07-2026 14:00:00",26.987634,94.636574,PM10,24,32,26
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","02-07-2026 14:00:00",26.987634,94.636574,NH3,4,15,7
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","02-07-2026 14:00:00",26.146529,87.454184,PM10,42,109,57
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","02-07-2026 14:00:00",26.146529,87.454184,NO2,9,20,14
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","02-07-2026 14:00:00",25.5626095,84.663264,PM2.5,20,113,60
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","02-07-2026 14:00:00",25.5626095,84.663264,PM10,28,103,63
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","02-07-2026 14:00:00",25.5626095,84.663264,SO2,5,5,5
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","02-07-2026 14:00:00",25.5626095,84.663264,CO,46,55,52
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","02-07-2026 14:00:00",25.42742023,86.13886079,OZONE,7,43,31
India,"Andhra Pradesh",Kadapa,"Yerramukkapalli, Kadapa - APPCB","02-07-2026 14:00:00",14.465052,78.824187,PM2.5,45,93,55
India,"Andhra Pradesh",Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","02-07-2026 14:00:00",16.186555,81.13219,OZONE,33,37,36
India,"Andhra Pradesh",Nellore,"Ambedkar Nagar, Nellore - APPCB ","02-07-2026 14:00:00",14.438164,79.966814,PM10,48,86,65
India,"Andhra Pradesh",Nellore,"Ambedkar Nagar, Nellore - APPCB ","02-07-2026 14:00:00",14.438164,79.966814,SO2,4,15,6
India,"Andhra Pradesh",Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","02-07-2026 14:00:00",16.9872867,81.7363176,NO2,3,7,4
India,"Andhra Pradesh",Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","02-07-2026 14:00:00",16.9872867,81.7363176,CO,9,16,11
India,"Andhra Pradesh",Tirumala,"Toll Gate, Tirumala - APPCB","02-07-2026 14:00:00",13.67,79.35,PM2.5,3,25,12
India,"Andhra Pradesh",Tirumala,"Toll Gate, Tirumala - APPCB","02-07-2026 14:00:00",13.67,79.35,NO2,32,65,52
India,"Andhra Pradesh",Tirumala,"Toll Gate, Tirumala - APPCB","02-07-2026 14:00:00",13.67,79.35,SO2,2,8,5
India,"Andhra Pradesh",Tirupati,"Vaikuntapuram, Tirupati - APPCB","02-07-2026 14:00:00",13.615387,79.40923,PM10,55,76,65
India,"Andhra Pradesh",Tirupati,"Vaikuntapuram, Tirupati - APPCB","02-07-2026 14:00:00",13.615387,79.40923,SO2,10,17,12
India,"Andhra Pradesh",Tirupati,"Vaikuntapuram, Tirupati - APPCB","02-07-2026 14:00:00",13.615387,79.40923,CO,21,31,27
India,"Andhra Pradesh",Vijayawada,"HB Colony, Vijayawada - APPCB","02-07-2026 14:00:00",16.536107,80.594233,PM2.5,NA,NA,NA
India,"Andhra Pradesh",Vijayawada,"HB Colony, Vijayawada - APPCB","02-07-2026 14:00:00",16.536107,80.594233,NO2,NA,NA,NA
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","02-07-2026 14:00:00",25.560083,87.553265,SO2,17,23,20
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","02-07-2026 14:00:00",26.0881305,87.93840336,PM10,53,115,71
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","02-07-2026 14:00:00",27.308328,84.531742,PM10,NA,NA,NA
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","02-07-2026 14:00:00",26.63086,84.90051,NO2,2,3,3
India,Bihar,Munger,"Town Hall, Munger - BSPCB","02-07-2026 14:00:00",25.376776,86.471523,PM2.5,5,85,36
India,Bihar,Munger,"Town Hall, Munger - BSPCB","02-07-2026 14:00:00",25.376776,86.471523,SO2,28,33,30
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","02-07-2026 14:00:00",26.1403345,85.3650192,CO,13,21,16
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","02-07-2026 14:00:00",26.11442,85.39813,PM10,59,96,75
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","02-07-2026 14:00:00",25.599486,85.113666,NO2,29,34,31
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","02-07-2026 14:00:00",25.599486,85.113666,NH3,2,3,3
India,Bihar,Patna,"Samanpura, Patna - BSPCB","02-07-2026 14:00:00",25.596727,85.085624,CO,18,65,54
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","02-07-2026 14:00:00",25.586562,85.043586,SO2,5,7,6
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","02-07-2026 14:00:00",25.610369,85.132568,CO,39,43,41
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","02-07-2026 14:00:00",25.366336,87.117468,SO2,15,17,16
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","02-07-2026 14:00:00",25.366336,87.117468,OZONE,13,64,29
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","02-07-2026 14:00:00",25.0328,85.41948,NO2,13,15,14
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","02-07-2026 14:00:00",25.0328,85.41948,OZONE,15,69,40
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","02-07-2026 14:00:00",25.859655,85.77944,NO2,8,9,8
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","02-07-2026 14:00:00",26.2271665,84.3570427,NO2,2,2,2
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","02-07-2026 14:00:00",26.2271665,84.3570427,SO2,9,10,10
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","02-07-2026 14:00:00",16.554731,80.64911,OZONE,31,43,37
India,"Andhra Pradesh",Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","02-07-2026 14:00:00",16.509717,80.612222,CO,24,34,28
India,"Andhra Pradesh",Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","02-07-2026 14:00:00",17.72,83.3,CO,9,43,20
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","02-07-2026 14:00:00",26.071318,91.87488,PM2.5,61,147,78
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","02-07-2026 14:00:00",26.071318,91.87488,NH3,4,4,4
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","02-07-2026 14:00:00",26.071318,91.87488,SO2,10,33,30
India,Assam,Guwahati,"IITG, Guwahati - PCBA","02-07-2026 14:00:00",26.2028636,91.70046436,CO,6,7,6
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","02-07-2026 14:00:00",26.10887,91.589544,SO2,7,18,12
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","02-07-2026 14:00:00",22.118125,83.140608,SO2,NA,NA,NA
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","02-07-2026 14:00:00",22.348441,82.549611,PM10,5,22,12
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","02-07-2026 14:00:00",22.348441,82.549611,OZONE,2,3,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","02-07-2026 14:00:00",22.12665,83.483212,NO2,5,23,10
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","02-07-2026 14:00:00",22.1910172,83.5197009,SO2,NA,NA,NA
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","02-07-2026 14:00:00",21.237755,81.705301,OZONE,1,3,2
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","02-07-2026 14:00:00",21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","02-07-2026 14:00:00",21.219665,81.630094,SO2,0,29,4
India,"Andhra Pradesh",Amaravati,"Secretariat, Amaravati - APPCB","02-07-2026 14:00:00",16.5150833,80.5181667,PM2.5,4,29,18
India,"Andhra Pradesh",Amaravati,"Secretariat, Amaravati - APPCB","02-07-2026 14:00:00",16.5150833,80.5181667,PM10,11,110,50
India,"Andhra Pradesh",Amaravati,"Secretariat, Amaravati - APPCB","02-07-2026 14:00:00",16.5150833,80.5181667,SO2,15,21,18
India,"Andhra Pradesh",Anantapur,"Gulzarpet, Anantapur - APPCB","02-07-2026 14:00:00",14.675886,77.593027,OZONE,23,50,33
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","02-07-2026 14:00:00",13.20488,79.097889,CO,17,32,22
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","02-07-2026 14:00:00",13.20488,79.097889,OZONE,28,57,36
India,"Andhra Pradesh",Eluru,"District Court, Eluru - APPCB","02-07-2026 14:00:00",16.711754,81.092095,NO2,7,29,15
India,"Andhra Pradesh",Eluru,"District Court, Eluru - APPCB","02-07-2026 14:00:00",16.711754,81.092095,NH3,3,7,5
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","02-07-2026 14:00:00",30.751462,76.762879,SO2,4,9,6
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","02-07-2026 14:00:00",30.735567,76.775714,PM2.5,3,68,26
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","02-07-2026 14:00:00",30.735567,76.775714,OZONE,4,18,11
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","02-07-2026 14:00:00",30.719859,76.738637,SO2,0,5,3
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","02-07-2026 14:00:00",30.719859,76.738637,CO,41,62,50
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","02-07-2026 14:00:00",30.719859,76.738637,OZONE,5,24,14
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","02-07-2026 14:00:00",21.224231,81.40835,SO2,11,37,20
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","02-07-2026 14:00:00",22.08815,82.13737,OZONE,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","02-07-2026 14:00:00",22.06631475,83.33820077,NO2,19,93,34
India,Delhi,Delhi,"Pusa, Delhi - IITM","02-07-2026 14:00:00",28.63611,77.173332,PM2.5,2,227,71
India,Delhi,Delhi,"Pusa, Delhi - IITM","02-07-2026 14:00:00",28.63611,77.173332,SO2,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IITM","02-07-2026 14:00:00",28.63611,77.173332,CO,25,42,32
India,Delhi,Delhi,"Pusa, Delhi - IITM","02-07-2026 14:00:00",28.63611,77.173332,OZONE,48,201,100
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","02-07-2026 14:00:00",28.493624,77.201159,PM10,31,103,71
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","02-07-2026 14:00:00",28.493624,77.201159,SO2,2,6,4
India,Delhi,Delhi,"JNU, Delhi - DPCC","02-07-2026 14:00:00",28.540721,77.168544,NH3,0,8,3
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","02-07-2026 14:00:00",25.251013,86.989001,SO2,10,40,26
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","02-07-2026 14:00:00",25.251013,86.989001,CO,16,29,23
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","02-07-2026 14:00:00",24.792403,84.992416,PM2.5,15,447,94
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","02-07-2026 14:00:00",24.792403,84.992416,NO2,11,13,12
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","02-07-2026 14:00:00",24.792403,84.992416,SO2,40,44,42
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","02-07-2026 14:00:00",24.792403,84.992416,CO,29,30,30
India,Delhi,Delhi,"Alipur, Delhi - DPCC","02-07-2026 14:00:00",28.815329,77.15301,CO,20,38,27
India,Delhi,Delhi,"Narela, Delhi - DPCC","02-07-2026 14:00:00",28.822836,77.101981,NH3,6,11,9
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","02-07-2026 14:00:00",28.62181,77.1944633,NH3,2,6,4
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","02-07-2026 14:00:00",28.62181,77.1944633,OZONE,8,102,59
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC","02-07-2026 14:00:00",28.594169,77.1251,PM2.5,6,59,28
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC","02-07-2026 14:00:00",28.594169,77.1251,SO2,2,29,10
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","02-07-2026 14:00:00",28.594004,76.909423,PM10,21,139,90
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","02-07-2026 14:00:00",28.594004,76.909423,NO2,5,25,12
India,Delhi,Delhi,"Bawana, Delhi - DPCC","02-07-2026 14:00:00",28.7762,77.051074,PM10,48,122,96
India,Delhi,Delhi,"Bawana, Delhi - DPCC","02-07-2026 14:00:00",28.7762,77.051074,NO2,5,27,14
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","02-07-2026 14:00:00",28.710508,77.249485,PM2.5,5,324,117
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","02-07-2026 14:00:00",28.710508,77.249485,PM10,22,186,110
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","02-07-2026 14:00:00",28.56789,77.250515,NO2,21,62,38
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","02-07-2026 14:00:00",28.56789,77.250515,NH3,6,13,9
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","02-07-2026 14:00:00",28.56789,77.250515,OZONE,24,58,33
India,Delhi,Delhi,"Pusa, Delhi - DPCC","02-07-2026 14:00:00",28.639652,77.146275,PM2.5,5,170,51
India,Delhi,Delhi,"Pusa, Delhi - DPCC","02-07-2026 14:00:00",28.639652,77.146275,PM10,34,152,102
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","02-07-2026 14:00:00",23.076793,72.627874,OZONE,4,20,10
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","02-07-2026 14:00:00",23.023389,72.515201,NH3,1,1,1
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","02-07-2026 14:00:00",23.002657,72.591912,CO,11,69,37
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","02-07-2026 14:00:00",23.002657,72.591912,OZONE,16,51,32
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","02-07-2026 14:00:00",21.613267,73.010555,PM10,NA,NA,NA
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","02-07-2026 14:00:00",21.613267,73.010555,NO2,24,28,27
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","02-07-2026 14:00:00",21.613267,73.010555,CO,41,63,49
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","02-07-2026 14:00:00",21.613267,73.010555,OZONE,13,19,15
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","02-07-2026 14:00:00",21.755417,72.139056,PM2.5,0,45,26
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","02-07-2026 14:00:00",21.755417,72.139056,NO2,20,67,50
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","02-07-2026 14:00:00",23.243639,72.68994,PM2.5,12,57,36
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","02-07-2026 14:00:00",23.221714,72.654328,NO2,7,11,10
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","02-07-2026 14:00:00",23.221714,72.654328,NH3,1,1,1
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","02-07-2026 14:00:00",23.163798,72.677768,PM10,46,126,79
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","02-07-2026 14:00:00",23.163798,72.677768,CO,35,51,43
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM","02-07-2026 14:00:00",28.4706914,77.1099364,PM10,22,129,80
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM","02-07-2026 14:00:00",28.6573814,77.1585447,NH3,NA,NA,NA
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","02-07-2026 14:00:00",28.5512005,77.2735737,PM10,36,108,86
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","02-07-2026 14:00:00",28.5512005,77.2735737,CO,49,77,62
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","02-07-2026 14:00:00",28.5512005,77.2735737,OZONE,4,63,23
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM","02-07-2026 14:00:00",28.5918245,77.2273074,PM2.5,6,83,48
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM","02-07-2026 14:00:00",28.5918245,77.2273074,CO,31,36,32
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","02-07-2026 14:00:00",23.041137,72.456691,SO2,0,1,1
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","02-07-2026 14:00:00",22.977134,72.553024,PM2.5,4,65,25
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","02-07-2026 14:00:00",23.107969,72.574648,PM10,21,85,43
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","02-07-2026 14:00:00",23.016834,72.625775,CO,23,30,26
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","02-07-2026 14:00:00",28.593883,76.270653,CO,7,16,13
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","02-07-2026 14:00:00",28.2068,76.7997,SO2,7,16,11
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","02-07-2026 14:00:00",28.2068,76.7997,OZONE,11,47,29
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","02-07-2026 14:00:00",28.4417,77.3217,OZONE,8,70,21
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","02-07-2026 14:00:00",28.39072,77.30059,NO2,23,28,25
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","02-07-2026 14:00:00",28.39072,77.30059,SO2,8,13,11
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","02-07-2026 14:00:00",28.422681,77.148944,SO2,NA,NA,NA
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","02-07-2026 14:00:00",28.4501238,77.0263051,SO2,3,10,6
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","02-07-2026 14:00:00",28.4275,77.1465,NH3,4,10,7
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","02-07-2026 14:00:00",28.4275,77.1465,CO,12,33,21
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","02-07-2026 14:00:00",28.4227,77.0667,CO,18,47,35
India,Delhi,Delhi,"Pusa, Delhi - DPCC","02-07-2026 14:00:00",28.639652,77.146275,NH3,4,14,10
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","02-07-2026 14:00:00",28.623763,77.287209,NO2,13,40,23
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","02-07-2026 14:00:00",28.58028,77.233829,CO,42,59,50
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","02-07-2026 14:00:00",28.636429,77.201067,PM10,35,167,98
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","02-07-2026 14:00:00",28.636429,77.201067,NH3,7,7,7
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","02-07-2026 14:00:00",28.530785,77.271255,PM10,29,131,92
